padress,pclass,plink,pname,pnum,preq,pres,ptime
深圳,产品/项目类,position_detail.php?id=43946&keywords=&tid=0&lid=0,TEG03-高级产品经理（深圳）,1,知名高校本科以上学历；5年以上产品策划研发经验，熟悉，Axure软件、Viso软件、Office办公软件等；对数据产品服务感兴趣，有一定知识积累优先;对心理学、社会学、管理学、人机交互、设计、历史、法律、经济等社会科学其中某些方面感兴趣并有一定了解； 沟通表达有逻辑，书面总结汇报能力好；抗压能力良好;主动学习意愿高。,负责腾讯大数据平台及内部组件的产品工作；负责收集内外部用户需求，分析合理性，并转化为产品输出；输出产品功能描述文档、产品界面原型图、功能逻辑框图、运营数据统计需求，协调合作团队资源、推动方案研发上线、定期汇报建设进度和项目成果等；学习行业优秀解决方案，为相关竞品提供竞品分析。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43946&keywords=&tid=0&lid=0,TEG03-高级产品经理（深圳）,1,1、具有大学理工科本科或以上学历，电子、计算机、电信、软件工程等专业；2、具有良好的沟通表达能力，以日语做为工作语言；3、具有三年或者以上专利相关工作经验，其中日本专利相关工作经验一年以上，有工作热情及学习精神，抗压能力强；具有日本专利代理相关资质证明者优先。,1、负责制定及优化日本专利处理标准，并指导相关人员依照标准落地执行对案件的处理；2、负责部分日本案件的申请及答复授权工作；3、负责对接业务部门的日常专利布局，专利分析等工作（全球）。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43946&keywords=&tid=0&lid=0,TEG03-高级产品经理（深圳）,1,熟悉女性向游戏，对女性向风格有一定研究和把控能力；熟练使用Unity中的NGUI和Animation等模块，熟练掌握特效的相关工作软件，对游戏特效设计和制作有较高的水平，具有优秀的创造力，能够从生活汲取灵感并运用于游戏设计；关注细节与体验，并能够不断优化设计方案，提升游戏体验；了解游戏的制作流程，逻辑能力强，有优秀的书面和口头表达能力，善于把创意变为可执行的方案；抗压能力强，沟通能力强，有很好的合作意识和责任心，可以与各个流程上的开发人员实现良好的合作；简历务必附带作品。,设计游戏内所需求的动画和特效，并与UI、程序配合沟通完成，跟进后续的开发；跟进版本实现，保证所负责模块的开发质量。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43946&keywords=&tid=0&lid=0,TEG03-高级产品经理（深圳）,1,本科以上学历，计算机软件或通信相关专业；3年及以上相关工作经历；精通C++编程语言，COM编程，掌握STL、多进程、多线程编程技术；熟练使用TCP/IP协议及编程；熟悉性能优化方法，问题分析定位方法，熟悉安全编码方法。具备良好的沟通技巧及团队合作精神；正直进取，有上进心，有工作热情；有即时通信行业、电信相关开发工作经验的优先考虑。,负责企业IM客户端的设计和分析调优；负责企业IM客户端相关开发工作；负责企业IM客户端新技术探索。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43946&keywords=&tid=0&lid=0,TEG03-高级产品经理（深圳）,1,具有拼搏精神，富有激情、善于学习、思考，乐于分享；本科及以上学历，具有运维经验、带团队经验，互联网云计算行业经验优先；技术领域涉猎广泛，知识面广，精通至少一个行业的架构和实现； 良好沟通、协调能力和团队合作精神；具有较强的用户调研、需求分析和商机发现能力。,负责行业解决方案的设计和实现；有效持续的进行电话销售团队建设与管理，制定电话销售计划；  指导团队通过电话进行产品销售，带领团队按时完成每月销售目标；  监督并辅导团队成员工作，对存在的问题进行总结并不断提升工作效率，提出如何提升销量的改进方案；  逐步提高电话呼出人员的整体水平，使电话销售（呼出）团队销售成交率持续提高；  以客户为向导，积极主动跟进服务用户，持续提升客户满意度与忠诚度，协调内部资源解决客户问题。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43946&keywords=&tid=0&lid=0,TEG03-高级产品经理（深圳）,1,1.硕士及以上学历，基础扎实；熟练掌握 C++、多线程编程；熟练使用 Linux 系统以及 GCC/Clang GDB/LLDB 等开发工具；2.了解常用数据结构、算法以及设计模式，并能灵活使用；3. 良好的工业级系统开发经验，熟悉常见的分布式编程范式以及设计模式； 4. 扎实的计算机体系结构背景，熟悉MPI/OpenMP等并行计算/高性能计算框架，对大规模机器学习相关技术有良好的sense和掌握，比如BSP/SSP/A-SGD/Data Parallelism/Model Parallelism/常见机器学习优化算法等； 5.有一定的深度学习框架（包括但不限于 Caffe、Tensorflow、Pytorch）使用经验者优先；6. 有过领域顶会论文(SOSP/OSDI等)发表经验优先。,1.负责游戏AI分布式机器学习系统开发工作；2.负责优化AI分布式机器学习系统性能；3.探索最新的游戏AI分布式机器学习技术。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43946&keywords=&tid=0&lid=0,TEG03-高级产品经理（深圳）,1,本科及以上学历，五年以上互联网产品管理经验；参与过语音或人工智能相关的产品设计工作者优先；具备开阔的视野，优秀的产品需求分析、产品规划和项目推动能力；具备优秀的分析和解决问题能力、较强的数据敏感度和逻辑思维能力； 具备良好的协作能力、沟通能力、团队管理能力；具备良好的抗压能力和工作激情。,制定腾讯云智能语音的整体产品规划和目标，为达成产品目标负责；负责腾讯云智能语音产品的创新、设计、推广、运营等工作，不断优化产品体验，提升产品质量；负责团队成员的管理和培养。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43946&keywords=&tid=0&lid=0,TEG03-高级产品经理（深圳）,1,1、	全日制本科及以上学历；2、	8年及以上预算管理工作经验，熟悉集团预算预测流程，具有较好的业务敏锐度和财务管控能力； 3、	学习能力和适应性强，具有较强的分析和逻辑思维能力，以及财务建模能力，尤其是财务预算预测模型搭建，三表联动原理；4、	具有较强的组织协调与推动能力，善于主动沟通和协调，执行力强，大局观强。,1、	组织集团年度预算开展工作，推动解决年度预算过程中的各种问题；负责组织年度预算汇报及材料收集评审，确保预算能够按照既定的时间计划执行并最终形成集团预算指标，用以指导全年的预算经营管理；2、	组织开展月度滚动预测及分析工作，有效识别集团各部门，各BU预算预测中的相关业务和财务风险，并给出有效分析结果，推动解决年度预算和滚动预测中的问题，最终促成预算和预测目标的达成。3、	预算预测模型的搭建及优化：依据各报表间勾稽关系，拉通IS、BS和CF三表，拉通业务信息和报表数据。 4、	预算管理IT化建设：理解业务基本信息、本质和运作规律，业务运作和财务之间的勾稽关系，将基本流程和方法论固化进IT系统。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43946&keywords=&tid=0&lid=0,TEG03-高级产品经理（深圳）,1,"计算机相关领域学位，具备3年以上的机器学习工作经验；熟悉 Linux 环境开发，精通 C/C++, 精通数据结构和基础算法，工程能力强；具备扎实的数学基础和机器学习算法功底。对神经网络，深度学习算法原理有深入了解，例如：DNN/CNN/RNN 等等；精通一个以上相关开发工具（Caffe/Tensorflow/Torch）的使用，并深刻了解内部机制，能阅读源码并做二次开发者优先；有深度模型移动端优化经验者优先。",负责游戏AI深度学习模型优化，包括但不限于：模型压缩，推理优化；负责游戏AI模型移动端部署；负责深度学习模型优化平台的建设。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43946&keywords=&tid=0&lid=0,TEG03-高级产品经理（深圳）,1,"1. 出色的创造意识与造型能力，在视觉设计与数字产品领域拥有丰富的经验与积累，能够独立完成各类2D/3D视频与动画设计工作，基础扎实，表现力强；2. 对创新工作有热情，乐于探究，脑洞大，执行力强；3. 熟练掌握多种2D/3D工具（After Effects / Cinema 4D / 3Ds MAX / MAYA / SceneKit），并了解相关工作流程，擅长原画、手绘和能力全面者更佳；4. 具备产品与全局意识，关注业界新鲜事，对用户需求有洞察；5. 性格乐观积极，善于解决问题，热衷于学习与专业提升。申请时请务必提交作品集。- Extensive experience in visual design for digital products or a related field.- Experience with animation and motion design (After Effects).- Experience with 3D modeling in cartoon style (3Ds Max / Cinema 4D ).- Strong hand-drawing and illustration skills, with flexible art style.- Highly refined visual sensibility and deep understanding of user-centered design and research.- Excellent communication, collaboration and problem-solving skills.Please submit your CV and portfolio in English or Chinese.",负责视频类/社交类产品的内容创意与设计；跟进设计实现，推动创意落地；推动产品创新，强化产品品牌。Design animated contents for consumer facing camera products / applications.Work with producers and engineers to create a good and pleasing user experience.Deliver innovative prototypes and present ideas to improve the product.,2019-01-12
深圳,职能类,position_detail.php?id=43942&keywords=&tid=0&lid=0,ZSC-专利工程师（欧洲方向）,1,1、具有大学理工科本科或以上学历，电子、计算机、电信、软件工程等专业；2、具有良好的沟通表达能力，能以英语做为工作语言；3、具有三年或者以上专利相关工作经验，有工作热情及学习精神，抗压能力强；有互联网/通信领域标准相关专利案件处理经验者优先。,1、跟进互联网/通信领域标准相关专利案件的申请，答复及授权等工作（全球）；2、负责对接业务部门的日常专利布局，专利分析等工作（全球）；3、协助完成对接部门的专利移转、诉讼、无效等其他工作（全球）。,2019-01-12
深圳,职能类,position_detail.php?id=43942&keywords=&tid=0&lid=0,ZSC-专利工程师（欧洲方向）,1,1、具有大学理工科本科或以上学历，电子、计算机、电信、软件工程等专业；2、具有良好的沟通表达能力，以英语做为工作语言；3、具有三年或者以上专利相关工作经验，其中欧洲专利相关工作经验一年以上，有工作热情及学习精神，抗压能力强；具有欧洲专利代理资格或者系统欧洲知识产权学习经验者优先。,1、负责制定及优化欧洲专利处理标准，并指导相关人员依照标准落地执行对案件的处理；2、负责部分欧洲案件的申请及答复授权工作；3、负责对接业务部门的日常专利布局，专利分析等工作（全球）。,2019-01-12
深圳,职能类,position_detail.php?id=43942&keywords=&tid=0&lid=0,ZSC-专利工程师（欧洲方向）,1,熟悉linux平台开发，3年以上Java、python开发经验； 有实际爬虫开发、内容提取工作经验1年以上; 精通信息抓取和整合技术，从结构化的和非结构化的数据中获取信息； 熟练Mysql，redis，mongdb等数据库，有过数据库调优和海量数据存储经验优先； 具有数据挖掘、自然语言处理、信息检索、机器学习背景者优先； 有nutch，heritrix抓取经验或者分布式抓取经验者优先；有hadoop、spark、storm等大数据项目经验优先。,爬虫系统的架构设计与开发； 多平台信息的抓取和分析； 设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量； 能独立解决实际开发过程碰到的各类问题。,2019-01-12
深圳,职能类,position_detail.php?id=43942&keywords=&tid=0&lid=0,ZSC-专利工程师（欧洲方向）,1,本科及以上学历；三年以上互联网相关工作经验；认真细致有耐心，良好的团队协作和沟通能力；有互联网广告行业经验、高并发大容量的分布式系统设计和开发或广告反作弊实际经验者优先；有以下一个或多个方向的实战经验者优先：大数据处理经验、mapreduce、pig、storm、spark。,"负责反作弊运营系统前后台的设计开发和持续优化；负责优化改进现有实时系统和离线系统,提高系统的性能、稳定性和时效性；参与反作弊策略的调研和优化。",2019-01-12
深圳,职能类,position_detail.php?id=43942&keywords=&tid=0&lid=0,ZSC-专利工程师（欧洲方向）,1,本科及以上学历，硕士、博士优先，2年以上相关工作经验；具备扎实的数据结构和算法功底，编码强悍； 熟悉 Linux 开发环境，精通 C/C++，熟悉 Python、Java\Scala更好；具有扎实的数据结构和算法功底； 熟练使用 C/C++ || Python || Java || ；有广告、搜索引擎、推荐系统相关技术经验者优先； 较强学习能力、逻辑思维能力、具备良好的问题分析与解决能力；善于沟通，工作积极主动，责任心强，具备良好的团队协作能力。,腾讯社交广告系统后台质量研发，偏重算法策略研究、设计与实现， 参与到以下的工作中：广告素材(文本和图片)特征挖掘；广告精准投放模型和策略的设计与实现；广告 A/B Test 实验系统； 大规模并行机器学习系统建设。,2019-01-12
深圳,职能类,position_detail.php?id=43942&keywords=&tid=0&lid=0,ZSC-专利工程师（欧洲方向）,1,本科及以上学历，8年以上工作经历或3年以上产品团队管理经验，有完整的产品生命周期管理经验； 熟悉大数据领域业务，深刻理解产业发展方向，拥有敏锐准确的市场洞察力和缜密的逻辑思维，极具创新意识；具备高超的战略方向把控能力、沟通能力、项目统筹能力，善于整合各项资源，引领整个团队高效运转；团队协作能力强，拥有强烈的责任心和团队合作精神； 学习能力和逻辑思维能力强，思路活跃； 工作主动积极，能承受一定工作压力。,"负责大数据平台产品的建设运营及团队管理工作,负责产品线的战略制定、框架设计、需求/设计及项目管理；负责产品、技术团队的日常管理、考核体系搭建、组织氛围建设和人才培养；协调并组织各类资源，达成业务目标。",2019-01-12
广州,技术类,position_detail.php?id=43831&keywords=&tid=0&lid=0,WXG02-116 微信搜索和信息流系统测试工程师（广州）,1,"电子、通信或计算机相关专业本科以上学历，三年以上移动终端软件开发经验；精通常用数据结构与算法，熟悉面向对象开发和设计，基础扎实；熟悉Linux系统工作机制和架构体系，精通C/java语言和嵌入式开发；熟练掌握Linux上app性能优化的工具和方法；熟悉各类网络协议, 熟悉无线网络特性；具备良好的学习能力和分析解决问题能力；工作认真负责，尽职尽责，沟通协作意识良好，能够承担工作压力；有Linux/Android等多平台开发经验优先。",参与智能终端产品软件各个核心模块的架构设计、开发及性能优化；负责智能终端软件在不同硬件平台上的移植、编译等工作；负责完成和维护产品设计、开发及生产过程中，对内和对外所需的文档。,2019-01-12
广州,技术类,position_detail.php?id=43831&keywords=&tid=0&lid=0,WXG02-116 微信搜索和信息流系统测试工程师（广州）,1,"本科（含）以上学历，成绩优秀； 至少精通以下一种语言: C/C++, Java 或 Python； 扎实的计算机专业知识，出色的编程能力，以及系统设计能力； 对Internet/web相关知识有深入了解，如，Http，Html等； 对测试方法，常用技术，以及web应用有深入且广泛的了解； 英语熟练（尤其是读写方面）； 具有Unix/Linux相关经验尤佳； 具有信息流/推荐/搜索或者人工智能项目相关经验尤佳。",测试大规模软件项目（比如微信），并开发测试工具； 设计具有高度扩展性、可靠性强、与高性能的测试框架； 优化软件开发周期，提高产品质量，推动内建的产品质量； 测试方法/工具的创新。,2019-01-12
广州,技术类,position_detail.php?id=43831&keywords=&tid=0&lid=0,WXG02-116 微信搜索和信息流系统测试工程师（广州）,1,"3年及以上数据分析/产品设计相关经验,有营销经验更好，侧重数据挖掘、数据系统、数据产品；熟悉互联网行业，对行业状态、行业变化；能够理解数据产品的商业模式和产业生态，全面的考虑产品形态和推进式；熟练掌握界面原型和交互设计，擅长从用户角度考虑问题，对用户需求有较好识别判断能力；卓越的产品策划、设计能力，熟悉产品设计工作循环，有较高产品品味；同时基于产品影响力，用户认知等方向的目的，具有较强的产品运营思路；沟通高效、擅长团队内外协调，有力推动，优秀的项目管理能力；清晰缜密的逻辑思维，有独立分析调研能力，有热情，富于创新精神，有意愿尝试探索新产品方向。",负责腾讯集团层面大数据产品的需求整理，原型设计，上线和快速迭代；负责在项目推进过程中的跨部门协调沟通工作，能够协调各资源以确保产品顺利发展；关注大数据应用相关方向的前沿研究，并将相关数据结合产品特点，设计数据个性化产品及可视化产品，支持各类用户对大数据的洞察。,2019-01-12
广州,技术类,position_detail.php?id=43831&keywords=&tid=0&lid=0,WXG02-116 微信搜索和信息流系统测试工程师（广州）,1,有运营经验，曾从事平台对接相关岗位者优先；具有优秀的沟通能力和技巧，能灵活面对各项合作事务和多线程的沟通工作；有一定的页面设计能力和活动规划能力，对素材类产出能有明确的校验标准；工作认真负责，团队合作意识强。,负责二次元手游内外部渠道对接与运营，达成预约和新进KPI；与手Q、微信、应用宝等渠道对接，策划和落实平台活动，争取各项平台资源；关注外部核心二次元平台，能根据用户属性策划相关平台活动；把控渠道合作素材内容与品质。,2019-01-12
广州,技术类,position_detail.php?id=43831&keywords=&tid=0&lid=0,WXG02-116 微信搜索和信息流系统测试工程师（广州）,1,大学本科学历；有3-5年相关工作经验，了解自媒体行业，有自媒体平台或互联网效果广告商务相关经验者优先；沟通能力强，热爱内容，对品质有要求；能胜任出差。,负责腾讯社交广告自媒体行业客户的拓展引入，设计引入策略和商业激励策略；负责发掘公众号内容的商业变现模式，并整合第三方推进落地；负责推动更多广告形式在自媒体行业的整合售卖，并定期对外部客户和代理公司进行内容沟通与推进；负责合作项目在公司的跨平台沟通，推进项目落地；定期进行自媒体市场产品调研和内容调研，了解市场热点，汇总优质内容；搭建合作服务商库销售体系,2019-01-12
广州,技术类,position_detail.php?id=43831&keywords=&tid=0&lid=0,WXG02-116 微信搜索和信息流系统测试工程师（广州）,1,本科以上学历，计算机或相关专业；3年以上Linux平台下C/C++开发经验，具有跨平台开发经验优先；精通数据库技术，具有数据库设计的经验，有大型数据库如：Sqlserver、Mysql、MongoDB等应用开发的经验；有高并发，低延迟相关开发经验者优先考虑；具备良好的学习能力和分析解决问题能力，责任心强；具有良好的团队合作意识、沟通能力、协调能力，能够承担工作压力；有安全产品或项目经验者优先考虑。,负责安全产品后台的架构设计、核心代码编写；负责对现行系统的性能优化及数据库优化；负责相关技术文档编写，跨团队交流协作。,2019-01-12
广州,技术类,position_detail.php?id=43831&keywords=&tid=0&lid=0,WXG02-116 微信搜索和信息流系统测试工程师（广州）,1,硕士及以上学历，5年以上投资者关系相关经验；英语流利，可作为工作语言；  熟悉境外资本市场；具有较强的沟通表达能力，工作认真负责，反应敏捷，具有较强的开拓精神和团队合作精神。,"建立并维护集团与资本市场的沟通渠道，协助将集团的可公开信息有效传达到资本市场，提升公司在资本市场的认可度和关注度；跟踪、收集、整理国内外同行业业务动态和财务业绩，密切注意与公司有关的政策变化和行业趋势,并定期做出比较和分析报告,提出相关改善建议；对投资者进行投资者关系维护、信息披露和渠道拓展；配合法务、财报、董事/股东会议等工作。",2019-01-12
广州,技术类,position_detail.php?id=43831&keywords=&tid=0&lid=0,WXG02-116 微信搜索和信息流系统测试工程师（广州）,1,有政府领域大型客户拓展和大型项目运作经验，熟悉泛政府、公检法司行业优先；理解行业客户业务需求，具备和客户CIO、CTO、CEO的沟通对话能力；建立、维护和加深与目标客户的长期、良好的合作关系；开发并管理好区域合作伙伴，并达成良好合作；针对性的策划区域市场活动，促进销售和市场目标达成；独立负责区域市场成功经验的优秀考虑；有优秀的沟通和资源协调能力，较强的抗压能力和执行力。,负责腾讯云在区域市场的拓展规划、落地和销售业绩的达成；负责腾讯云在当地市场合作生态的建设；负责腾讯云在区域市场各行业客户的满意度和覆盖率的提升。,2019-01-12
广州,技术类,position_detail.php?id=43831&keywords=&tid=0&lid=0,WXG02-116 微信搜索和信息流系统测试工程师（广州）,1,非应届统招本科以上学历（必要条件）；热爱综艺节目并涉猎广泛，对节目有独立的思考和准确的判断，擅于挖掘热点和话题点进行相关策划炒作；中文功底扎实，知识面广，有创造力，具有较强的新闻敏感性，同时对电视台和视频行业有较深入的了解，具有很强的项目统筹能力和执行力；工作吃苦耐劳，责任心强，能适应高强度的视频网站工作节奏，能接受夜间和周末值班，抗压力强；熟悉电脑操作，掌握基本网络知识，了解HTML语言，熟悉Photoshop图片编辑软件及edius、Premiere、sonyVegas等视频编辑软件；有电视台、节目组编导工作经验或大型视频网站编辑经验者优先。,负责腾讯视频综艺频道的内容运营和维护；负责内地、港台、国外综艺节目的运营；负责腾讯视频自制节目的运营；负责综艺行业报道和原创策划。,2019-01-12
广州,技术类,position_detail.php?id=43831&keywords=&tid=0&lid=0,WXG02-116 微信搜索和信息流系统测试工程师（广州）,1,3年以上相关工作经验，对机器学习、数据挖掘算法及其在互联网上的应用有比较深入的理解；熟悉linux平台，精通c++/java/python/r等高级及脚本语言的一种或多种，编码基本功扎实；具有敏锐的数据嗅觉，熟悉常用机器学习、数据挖掘、BI分析等技能，具有相关模型使用经验与落地能力；具有统计学、数学相关背景者优先，有一定算法基础者优先；有过海量数据接入、清洗和数据仓库经验者优先。,负责企业发展部数据分析工作，通过数据挖掘、大数据处理、数据分析等技术，对用户行为数据进行挖掘与分析，对模型进行 优化；参与海量用户行为日志设计、数据仓库设计、日志分析计算等相关工作； 负责根据不同的算法模型，上报业务需要的统计数据，协助各种算法的实施。,2019-01-12
北京,技术类,position_detail.php?id=43800&keywords=&tid=0&lid=0,WXG08-111 微信搜索推荐数据分析工程师（北京）,1,本科以上学历，计算机相关专业；3年以上软件开发经验；较强的沟通和表达能力，责任心强，具有较好的执行力；较好的文档编辑能力，能够输出逻辑清晰、简单易读文档；有项目管理背景，熟悉项目管理相关流程和规范；有小程序开发经验，了解第三方支付接口相关技术；有开发经验，对前后台开发均有了解者优先考虑。,负责小程序商家行业接入解决方案的制定及落实；负责推动和解决小程序商户行业侧反馈的问题；负责小程序外包技术支持的管理；负责小程序开发者社区技术氛围的搭建。,2019-01-12
北京,技术类,position_detail.php?id=43800&keywords=&tid=0&lid=0,WXG08-111 微信搜索推荐数据分析工程师（北京）,1,本科以上学历，5年以上自动化测试工具开发设计经验，熟悉自动化测试常用语言，具有优秀的编程能力，英语流利;精通多种自动化工具的技术原理，并有多年自动化框架设计与开发经验，在大型项目中落地并取得效果;熟悉自动化测试领域业界最新技术，熟悉自动化测试在CI和DevOps中的应用，有AI经验优先;熟悉TCP/IP、HTTP、PB等网络编程协议，熟悉Socket网络编程，熟悉Linux系统;责任心强，沟通能力好，抗压，能够承担有挑战性工作;,负责WeTest平台整体自动化测试架构设计与开发;负责WeTest平台自动化测试在业务中的落地;负责WeTest海外重点用户支撑;,2019-01-12
北京,技术类,position_detail.php?id=43800&keywords=&tid=0&lid=0,WXG08-111 微信搜索推荐数据分析工程师（北京）,1,本科及以上学历，计算机相关专业；1年以上Linux/Unix后台开发工作经验；精通C/C++开发语言、常用算法和数据结构；熟悉TCP/UDP协议网络编程编程、shell脚本；具有高并发、高性能服务系统设计经验及能力；有海量服务、高性能、分布式系统设计、开发经验者优先；良好的学习能力、沟通能力、团队协作能力、及分析问题解决问题能力，责任心强。,负责微信城市服务和各垂直行业互联网+项目的后台开发工作；参与产品设计，负责新特性的后台系统设计与实现；在这里，除了技术提升之外，还能学习到不同行业的行业知识，并且在对外沟通对接中提升自己的沟通能力、协调能力、项目推进能力，最终扩大自己的职业广度、积攒更多的人脉。,2019-01-12
北京,技术类,position_detail.php?id=43800&keywords=&tid=0&lid=0,WXG08-111 微信搜索推荐数据分析工程师（北京）,1,本科以上学历，3年以上互联网数据分析相关工作经验，搜索、广告、推荐业务背景更佳；具备丰富的互联网产品的数据分析经验，有行业BI（商业智能）相关工作经验者优先；具备较强的逻辑思维能力，并能够清晰的表达观点；具备较强的协调能力和抗压能力；熟悉常用的数据分析方法，熟练使用Excel进行数据分析；熟练掌握SPSS、SAS、R、SQL等分析工具中的一种或几种者优先。,定期监测微信搜索、推荐业务的运营数据变化，对各个纬度的指标波动进行分析研究；通过数据分析方法，协助和指导对业务的预研和优化；结合需求不定期的开展数据专题的分析研究，包括用户/人群画像分析研究、用户行为/满意度研究，不同观测指标之间的关联分析等。,2019-01-12
北京,技术类,position_detail.php?id=43800&keywords=&tid=0&lid=0,WXG08-111 微信搜索推荐数据分析工程师（北京）,1,1.具备音视频引擎整体架构搭建以及网络传输相关能力。2.对解决挑战性问题充满热情，善于分析和解决问题。,负责GVoice游戏语音项目的应用程序开发和设计工作。,2019-01-12
深圳,市场类,position_detail.php?id=43710&keywords=&tid=0&lid=0,23293-互娱品牌经理（棋牌类）,2,3年以上产品策划或项目管理经历，有平台型产品策划经验；熟悉Hyperledger Fabric、Ethereum、Corda等主流区块链产品的框架和技术特点；责任心强，积极主动，善于沟通，具有团队合作精神；有区块链解决方案、区块链产品设计或其他区块链相关工作经验。,负责腾讯云区块链BaaS平台（TBaaS）的产品设计和规划，推动产品的迭代升级；负责选型和设计适用行业场景的区块链产品，并推动区块链应用和解决方案的落地实施；负责撰写产品文档，对产品需求、产品功能、交互设计等环节进行把关。,2019-01-12
深圳,市场类,position_detail.php?id=43710&keywords=&tid=0&lid=0,23293-互娱品牌经理（棋牌类）,2,工作态度认真，对项目负责；抗压能力较好，能适用高强度的工作；积极学习，乐于接受挑战；表达能力佳，善于沟通。,负责棋牌类游戏的品牌管理以及运营协作工作，具体包括但不限于：欢乐斗地主及欢乐麻将的IP打造，包括日常短视频等内容的创作规划以及制作监理，授权衍生品的合作洽谈、设计和制作监理，以及协助年度动画大片的创意和制作；欢乐斗地主及欢乐麻将的赛事体系打造，包括日常直播平台合作的内容规划及执行监理，季度落地赛事的活动策划及执行统筹，以及校园赛事的合作洽谈及活动执行；欢乐斗地主及欢乐麻将的版本推广，结合每个季度的新版本情况，提炼对应的产品卖点，制作整合营销方案，输出整体策略及创意，联动支持部门完成媒介投放及公关传播规划。,2019-01-12
深圳,市场类,position_detail.php?id=43710&keywords=&tid=0&lid=0,23293-互娱品牌经理（棋牌类）,2,硕士以上学历，计算机、应用数学、模式识别、人工智能、统计、运筹学等专业的硕士优先；2年以上相关工作经验；对机器学习、数据挖掘算法及其在互联网行业的应用，有比较深入的认识和理解；熟悉Linux开发环境，精通C/C++/python/java中至少一种编程语言；严密的数学思维、突出的分析和归纳能力、优秀的沟通表达能力；有推荐系统、定向营销、电子商务、信息处理、信息检索等方面的建模经验优先。,负责安全产品相关系统中的数据统计，分析挖掘工作；应用机器学习和数据挖掘等相关技术进行安全产品的数据建模;通过用户行为数据建模、分析用户特征等，为业务决策提供参考。,2019-01-12
深圳,市场类,position_detail.php?id=43710&keywords=&tid=0&lid=0,23293-互娱品牌经理（棋牌类）,2,本科及以上学历，具有良好的英语沟通能力； 有5年以上互联网技术相关经验，3年以上云计算相关经验； 具有服务器、存储、网络、虚拟化、容灾备份和信息安全等相关配置和现场实施交付经验；熟悉云计算整体技术体系（包含服务器、存储、网络、数据库、安全、CDN、中间件、大数据、AI等），熟练掌握其中1~2个技术领域；有管理和简单配置的经验，熟悉云服务体系，包括Iaas、Paas和Saas.或者有一定的开发或者运维经验，极强的问题解决能力，习惯于寻找创新方法来达成目标；有TOB项目经验者优先考虑。,负责协助客户部署腾讯云产品，对客户部署中遇到的问题，快速反应，持续跟踪，提升客户体验；负责跟进客户反馈的重要疑难问题，深入分析，从根本上解客户反馈的问题； 负责专业技能培训和文档知识库建设，提升客户服务质量和效率；负责梳理提炼客户使用腾讯云产品的建议和需求，推动客户诉求的落地。,2019-01-12
深圳,市场类,position_detail.php?id=43710&keywords=&tid=0&lid=0,23293-互娱品牌经理（棋牌类）,2,本科以上学历，计算机类或相关专业；2年以上互联网行业经验、2年以上的服务器维护经验；精通Linux、Windows的系统管理，对系统性能有一定的认识；熟悉Apache、Iptables、Nginx、MySQL、FTP、PHP的基本配置和维护；熟悉MySQL、SQL Server等数据库应用；精通Shell、Perl、Python至少一门脚本语言；熟悉负载均衡、双机热备；对服务器硬件知识有一定的了解；有大型网站维护经验者优先；有较强的抗压能力、沟通能力、推动能力和较好的服务意识。,负责网络游戏业务的部署、新版本的发布、服务端的变更；负责与游戏运营项目组的日常沟通交流，接收并处理项目组提出的运维需求；负责项目组相关运营支撑工具的开发(Python)；负责日常运维工作的自动化、工具化建设；负责新游戏的接入、架构评估、痛点挖掘优化；负责监控网络游戏业务的运行状况，及时处理游戏运行中出现的故障，保障网络游戏服务的正常提供。,2019-01-12
深圳,市场类,position_detail.php?id=43710&keywords=&tid=0&lid=0,23293-互娱品牌经理（棋牌类）,2,硕士及以上学历，3年以上相关工作经验；具备数据挖掘实践经验，、有过用户画像项目经验熟悉分类、回归、聚类、降维等机器学习算法及应用场景能够运用spark、python进行数据处理与分析挖掘能独立完成相关的数据分析及分析报告相关工作,通过海量数据对用户付费的行为进行深入分析与洞察，提炼和发现业务规律，指导推荐模型特征构建，定位产品相关的数据问题及分析优化；结合付费场景和用户画像进行badcase分析、归纳统计指标建设，协助模型快速定位问题。,2019-01-12
深圳,市场类,position_detail.php?id=43710&keywords=&tid=0&lid=0,23293-互娱品牌经理（棋牌类）,2,对MySQL底层原理及系统架构有深入的理解；熟悉大型分布式存储平台底层原理及系统架构；3年以上MySQL开发经验；精通C/C++开发；熟悉MySQL源码，熟悉MySQL数据库优化等；对Oracle、NoSQL等熟悉优先。,负责腾讯金融级分布式数据库TDSQL的研发工作；为腾讯前海银行、腾讯云提供数据库解决方案及技术支持；负责腾讯虚拟支付平台百亿级账户数据平台特性开发及维护。,2019-01-12
